samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
,,,,,,,,,,,TCGA-05-4396-01,9.0007,6.6497,8.9635,11.3224,9.2397,9.5551,6.4297,7.8712
,,,,,,,,,,,TCGA-05-4403-01,8.2933,6.6366,8.6934,10.9722,7.6177,8.9166,5.8241,5.7784
,,,,,,,,,,,TCGA-55-7815-01,6.8845,6.8148,10.3894,8.9827,8.5894,9.7009,6.4736,7.667
,,,,,,,,,,,TCGA-55-8614-01,9.3999,8.5619,11.0501,11.4346,7.9586,9.341,7.273,6.8091
,,,,,,,,,,,TCGA-50-5932-01,9.2416,5.6918,10.1622,10.9947,9.0532,9.4532,5.7809,7.7346
,,,,,,,,,,,TCGA-55-8092-01,8.9408,7.2193,9.8304,11.5128,9.5546,9.6474,7.7746,8.0438
,,,,,,,,,,,TCGA-69-7764-01,10.4754,7.3199,10.3392,11.3682,9.1768,9.2818,5.8526,7.8601
,,,,,,,,,,,TCGA-78-7162-01,9.2289,6.7627,9.6164,10.5742,8.8544,9.1703,4.8864,6.8139
,,,,,,,,,,,TCGA-86-8281-01,9.7947,6.06,10.4393,11.0878,8.9177,9.6652,4.1489,6.4458
,,,,,,,,,,,TCGA-L9-A50W-01,9.2617,7.2155,9.824,11.5821,9.2036,9.7353,5.8381,7.9708
,,,,,,,,,,,TCGA-50-5072-01,9.58,9.3221,10.0787,11.4464,9.3656,10.2451,9.0406,9.4641
,,,,,,,,,,,TCGA-50-8460-01,8.5329,7.0455,9.6283,11.3934,8.225,8.7704,4.9829,7.0867
,,,,,,,,,,,TCGA-55-7284-01,8.2143,6.8278,8.4738,11.2636,7.5802,9.0799,6.6944,6.1202
,,,,,,,,,,,TCGA-55-8091-01,8.3738,6.9297,9.6135,11.3007,8.1174,9.5432,7.0767,6.3812
,,,,,,,,,,,TCGA-64-5815-01,8.6274,6.0853,9.2251,10.7584,7.9285,8.5804,6.4702,7.8774
,,,,,,,,,,,TCGA-73-4677-01,8.1469,5.2042,9.9067,10.5654,9.8642,9.7384,3.5186,4.949
,,,,,,,,,,,TCGA-97-A4M7-01,8.9938,7.487,9.7889,11.5489,8.2158,8.9708,6.9925,7.0236
,,,,,,,,,,,TCGA-44-8119-01,11.2723,9.2724,10.2016,11.1898,9.9347,9.9438,7.3481,10.1151
,,,,,,,,,,,TCGA-44-A4SS-01,8.7338,7.2184,10.0042,11.4121,8.6452,9.7108,7.0961,7.1232
,,,,,,,,,,,TCGA-55-8207-01,7.6937,5.5611,9.8028,11.1419,8.1291,8.8774,4.7374,4.9914
,,,,,,,,,,,TCGA-62-A46S-01,8.207,6.1795,8.699,11.032,11.7336,9.4825,6.2891,5.4557
,,,,,,,,,,,TCGA-69-7760-01,8.4911,7.0513,10.0035,12.3144,8.5351,10.1531,8.2954,8.0107
,,,,,,,,,,,TCGA-44-7660-01,10.8043,7.9057,11.3795,11.2029,8.2575,10.6546,8.7343,8.7343
,,,,,,,,,,,TCGA-49-4486-01,9.0547,5.2581,8.4901,11.074,8.9763,9.8731,2.8503,5.8728
,,,,,,,,,,,TCGA-50-5066-01,9.0511,6.2455,9.3637,11.1356,10.7588,10.407,6.6235,7.5662
,,,,,,,,,,,TCGA-50-5933-01,9.5329,7.5235,10.4659,11.3214,9.9364,8.957,6.8611,8.5288
,,,,,,,,,,,TCGA-55-6972-01,9.1769,6.3153,9.4231,10.4628,10.3753,10.1348,2.9704,7.0697
,,,,,,,,,,,TCGA-78-7154-01,9.7366,8.7641,8.9529,11.7555,8.4584,9.8964,8.0453,7.9742
,,,,,,,,,,,TCGA-78-7537-01,8.1152,5.8889,8.9935,11.1098,8.8455,9.4371,4.8393,5.2794
,,,,,,,,,,,TCGA-95-8039-01,9.58,8.1933,10.4795,11.0345,9.3018,9.7838,6.2724,7.5181
,,,,,,,,,,,TCGA-97-8179-01,9.9617,7.4399,10.7103,11.4023,10.0522,9.6449,5.4324,8.0112
,,,,,,,,,,,TCGA-MP-A4TI-01,9.4341,8.3761,9.9616,11.4185,8.7199,9.0088,9.275,8.103
,,,,,,,,,,,TCGA-05-4426-01,9.3813,7.6579,9.7514,11.3013,9.0167,9.4013,6.3378,8.196
,,,,,,,,,,,TCGA-55-6712-01,8.961,8.0643,9.7676,10.5946,8.5348,8.8677,7.9288,8.0131
,,,,,,,,,,,TCGA-55-A4DG-01,8.8143,7.3571,9.7506,11.0269,9.8875,9.1195,4.7006,7.1882
,,,,,,,,,,,TCGA-64-5775-01,9.1298,6.3455,9.7333,11.5124,8.9091,9.4306,10.3993,6.8881
,,,,,,,,,,,TCGA-69-8255-01,9.9103,9.0708,10.6866,11.5284,10.3914,10.7145,7.823,9.642
,,,,,,,,,,,TCGA-78-7148-01,9.3939,8.0824,9.5884,10.7419,8.5903,9.4717,7.1996,9.0433
,,,,,,,,,,,TCGA-78-7149-01,7.8698,5.6571,10.3358,11.049,8.749,9.6489,4.8961,6.9773
,,,,,,,,,,,TCGA-93-A4JN-01,11.7815,9.7863,11.0421,11.2956,8.6066,9.9208,9.4814,9.2671
,,,,,,,,,,,TCGA-95-7562-01,11.5347,9.6685,10.5819,10.0423,9.85,9.2574,8.7672,9.4043
,,,,,,,,,,,TCGA-95-7944-01,9.8727,7.8645,10.8198,12.2097,8.229,8.6989,7.1783,8.3867
,,,,,,,,,,,TCGA-MP-A4TD-01,9.4475,7.5427,9.8388,11.2633,10.3277,9.0226,4.6132,6.7152
,,,,,,,,,,,TCGA-05-4244-01,9.7265,8.3633,10.1256,11.2327,9.4323,10.2418,8.2928,8.0717
,,,,,,,,,,,TCGA-05-4389-01,10.5024,7.9598,10.0655,11.2931,8.7663,10.5985,6.1555,7.8897
,,,,,,,,,,,TCGA-05-4424-01,9.6239,7.2646,10.0555,10.6878,8.812,9.3875,6.6549,8.9126
,,,,,,,,,,,TCGA-44-7659-01,8.6921,5.7792,9.3109,10.9458,8.8886,9.0929,5.1765,6.1082
,,,,,,,,,,,TCGA-49-6742-01,8.7455,8.8592,10.1189,11.0352,8.4959,10.1742,7.3478,8.7096
,,,,,,,,,,,TCGA-50-5049-01,8.994,7.5367,9.2351,10.7983,9.1607,9.2751,5.7609,7.7731
,,,,,,,,,,,TCGA-55-7727-01,9.3614,8.14,10.1046,9.6087,9.2893,9.6316,6.3107,8.5098
,,,,,,,,,,,TCGA-62-A472-01,9.12,8.4853,9.5288,11.1639,10.644,9.5344,5.7188,8.462
,,,,,,,,,,,TCGA-86-7711-01,10.302,9.0061,10.713,10.4019,8.3438,11.285,6.6926,8.8509
,,,,,,,,,,,TCGA-86-7713-01,10.2524,8.0628,10.2278,10.8007,10.4068,9.2197,7.5405,8.0307
,,,,,,,,,,,TCGA-91-6828-01,8.3416,7.43,10.4376,10.9382,9.9429,9.2793,6.4383,7.1155
,,,,,,,,,,,TCGA-93-A4JO-01,11.3368,7.5565,10.4571,11.126,9.3025,8.9437,5.5977,8.4349
,,,,,,,,,,,TCGA-97-7552-01,7.1961,6.9437,9.3091,10.7985,8.2817,8.8879,6.2484,6.6587
,,,,,,,,,,,TCGA-05-4418-01,9.1383,7.5956,9.4681,11.5462,9.7602,10.1301,7.1123,8.6562
,,,,,,,,,,,TCGA-35-4122-01,9.7234,6.69,9.3963,11.6287,10.302,10.381,6.9717,7.7836
,,,,,,,,,,,TCGA-49-AAR3-01,10.2454,8.1271,10.2501,11.736,8.6286,9.4993,9.4729,8.1934
,,,,,,,,,,,TCGA-55-A48Y-01,9.1824,7.1342,10.6649,10.6129,9.8599,9.2173,6.3879,7.6522
,,,,,,,,,,,TCGA-67-4679-01,9.3441,6.2262,10.0452,11.0407,8.9517,9.0831,5.4288,6.1897
,,,,,,,,,,,TCGA-69-7763-01,8.0737,6.2917,9.9138,10.7465,9.4187,9.5294,4.0416,6.8761
,,,,,,,,,,,TCGA-78-7536-01,11.2156,8.1378,10.2358,10.81,10.7638,9.91,9.1306,9.8649
,,,,,,,,,,,TCGA-78-8660-01,10.3873,8.5825,9.6367,11.2165,8.482,9.5248,6.1654,9.046
,,,,,,,,,,,TCGA-L9-A7SV-01,10.8383,8.9294,10.0961,10.8138,9.1732,9.5475,7.4941,8.2323
,,,,,,,,,,,TCGA-05-4382-01,10.3151,7.8447,10.2407,11.3635,8.4138,9.8221,7.1071,7.5386
,,,,,,,,,,,TCGA-05-4422-01,9.287,7.4885,9.0251,11.4721,11.2094,9.6668,6.0709,7.2314
,,,,,,,,,,,TCGA-05-5425-01,10.6591,7.9064,10.2516,11.4652,8.7189,9.8608,7.0839,7.8959
,,,,,,,,,,,TCGA-38-4629-01,9.9257,7.3283,8.6669,11.6938,10.196,8.763,8.8403,7.6206
,,,,,,,,,,,TCGA-49-AARR-01,7.5711,6.3692,8.7062,11.0374,8.5175,8.8277,6.8989,7.3966
,,,,,,,,,,,TCGA-50-8459-01,8.0039,6.9392,9.8828,11.0149,7.5207,8.7543,6.5652,6.2865
,,,,,,,,,,,TCGA-55-1594-01,10.3791,8.9271,11.0466,11.5161,9.0251,10.5888,7.6096,8.4358
,,,,,,,,,,,TCGA-78-7155-01,10.7983,10.2886,11.3227,9.9608,9.3809,10.3963,8.0258,9.5904
,,,,,,,,,,,TCGA-MP-A4T8-01,8.9648,7.8204,10.3516,11.1893,10.4953,9.4983,5.8478,7.4383
,,,,,,,,,,,TCGA-05-5420-01,8.2858,6.9558,9.1079,11.2344,10.6682,9.6406,5.535,7.6483
,,,,,,,,,,,TCGA-55-8615-01,9.1728,7.1354,10.2518,11.4684,9.2272,9.2413,6.5813,8.3851
,,,,,,,,,,,TCGA-78-7633-01,9.8041,6.9898,10.1712,10.4839,8.6868,10.2644,4.6964,6.8744
,,,,,,,,,,,TCGA-95-7947-01,10.9768,9.2365,10.3728,10.7024,7.7911,9.4131,8.5024,9.7384
,,,,,,,,,,,TCGA-95-8494-01,10.5312,8.6097,9.3105,11.3799,9.0297,9.1089,8.3929,8.1325
,,,,,,,,,,,TCGA-97-8174-01,9.673,5.796,9.2354,11.2604,8.9159,9.1228,5.2439,6.8365
,,,,,,,,,,,TCGA-L4-A4E6-01,8.4367,6.0699,9.3093,11.0068,8.0964,8.9367,4.9973,4.9579
,,,,,,,,,,,TCGA-MP-A4SV-01,10.0258,8.57,10.61,11.4021,9.5407,9.4238,7.912,9.0993
,,,,,,,,,,,TCGA-NJ-A55R-01,9.785,8.2168,10.1314,11.8583,9.2754,10.076,6.1975,6.8532
,,,,,,,,,,,TCGA-05-4384-01,8.5072,6.2237,9.4975,11.2319,8.6497,9.7501,4.7129,6.6982
,,,,,,,,,,,TCGA-05-4432-01,10.8782,8.7056,9.6417,11.1568,9.4853,10.2266,7.7426,8.3846
,,,,,,,,,,,TCGA-73-4659-01,9.8338,8.4071,9.9865,11.4654,9.7352,9.8919,6.2655,7.623
,,,,,,,,,,,TCGA-86-7701-01,9.2463,8.8531,9.4221,10.9517,9.5224,9.3209,8.027,8.4921
,,,,,,,,,,,TCGA-91-6831-01,10.7046,9.5527,10.1285,11.3736,8.8435,10.0941,6.9391,10.0366
,,,,,,,,,,,TCGA-97-A4M2-01,8.344,6.7095,9.3161,11.1625,9.6006,8.8807,5.449,5.9358
,,,,,,,,,,,TCGA-05-4397-01,11.9037,10.1425,10.5224,12.0251,7.3292,10.6257,10.3315,10.6672
,,,,,,,,,,,TCGA-05-5423-01,9.2133,6.2956,8.683,11.3647,10.09,8.979,5.4476,6.5868
,,,,,,,,,,,TCGA-44-2662-01,10.06245627,8.191437931,10.73876498,11.21881061,9.392217988,9.811778774,8.555013987,9.033631288
,,,,,,,,,,,TCGA-55-1592-01,11.0936,9.0855,9.8879,11.1164,9.1979,9.6314,6.7031,9.8225
,,,,,,,,,,,TCGA-62-A46P-01,6.9947,5.9813,8.9893,11.2488,9.4469,9.1586,4.2058,4.367
,,,,,,,,,,,TCGA-78-7152-01,9.3581,7.3819,9.753,9.8691,9.6191,8.9172,5.0259,6.8514
,,,,,,,,,,,TCGA-97-7937-01,9.4922,7.5188,10.0128,11.5114,9.3988,9.1324,7.5457,8.8118
,,,,,,,,,,,TCGA-NJ-A4YG-01,7.8232,6.4674,10.0174,10.8448,9.2742,9.1447,4.9431,6.228
,,,,,,,,,,,TCGA-44-6146-01,7.129725433,6.340060237,9.388755364,11.08485856,9.008261741,9.733600174,6.348748628,6.404086222
,,,,,,,,,,,TCGA-44-7671-01,8.842,6.9694,10.2983,11.0499,9.3652,9.7082,4.804,7.3268
,,,,,,,,,,,TCGA-49-AAR2-01,10.8381,9.39,10.1501,11.8448,9.4536,10.6198,7.1603,8.1923
,,,,,,,,,,,TCGA-55-7903-01,9.9731,8.7962,10.0006,10.8691,9.3373,9.5441,8.2142,7.7942
,,,,,,,,,,,TCGA-55-8085-01,10.0973,8.7705,11.3381,11.3,11.3721,9.8698,6.6389,8.8702
,,,,,,,,,,,TCGA-62-A471-01,10.2157,9.003,10.4833,11.1394,8.6843,9.4332,7.4987,8.8078
,,,,,,,,,,,TCGA-86-8669-01,8.5273,6.6282,8.5273,11.5455,10.4507,9.6102,6.093,6.4438
,,,,,,,,,,,TCGA-93-A4JP-01,10.6932,8.4628,10.3413,10.7523,8.8334,8.9038,6.5397,8.2411
,,,,,,,,,,,TCGA-53-A4EZ-01,10.0733,9.2408,11.5306,11.2962,10.8013,10.1035,6.2858,7.6593
,,,,,,,,,,,TCGA-55-6642-01,8.8496,7.9193,9.8712,10.4074,9.9785,9.5837,5.9887,7.2174
,,,,,,,,,,,TCGA-64-1680-01,7.9036,6.4198,9.5453,11.1458,9.5268,9.8972,4.2988,6.1113
,,,,,,,,,,,TCGA-97-8176-01,9.6615,7.9315,10.5825,11.6938,7.952,9.7716,8.3114,9.3443
,,,,,,,,,,,TCGA-MN-A4N5-01,9.8674,8.5344,10.67,12.0974,9.7584,9.6208,5.8578,8.225
,,,,,,,,,,,TCGA-05-4410-01,10.3572,7.6121,9.7942,10.9933,9.3185,8.7032,5.8725,7.8753
,,,,,,,,,,,TCGA-50-5946-01,11.4919,9.4146,11.6022,11.0224,8.9879,10.1306,10.0273,10.1487
,,,,,,,,,,,TCGA-55-8505-01,9.3248,7.5312,10.2714,11.3184,8.0753,9.8942,7.9046,8.1648
,,,,,,,,,,,TCGA-62-8399-01,10.9637,9.3039,11.4511,11.5691,9.1584,10.0746,7.3475,10.5909
,,,,,,,,,,,TCGA-78-7156-01,8.2161,5.4708,10.0367,10.7773,9.4852,9.6336,4.5346,5.8187
,,,,,,,,,,,TCGA-86-7955-01,12.5889,9.2697,10.0888,10.9995,9.8534,9.3408,7.104,8.7422
,,,,,,,,,,,TCGA-91-7771-01,8.1608,6.8487,9.7789,10.4657,9.5544,9.2237,5.6542,6.5299
,,,,,,,,,,,TCGA-35-5375-01,9.2387,7.3233,9.7234,10.4751,8.5141,9.9233,7.0037,6.8654
,,,,,,,,,,,TCGA-44-7662-01,10.6566,8.508,10.4845,11.7776,9.0643,9.0024,7.3538,8.7172
,,,,,,,,,,,TCGA-49-AAR9-01,10.3794,7.9013,10.3642,11.4472,7.6115,10.9253,9.3067,8.3125
,,,,,,,,,,,TCGA-55-6968-01,11.1976,9.7253,10.56,11.1463,8.7369,10.9583,9.2638,8.3663
,,,,,,,,,,,TCGA-55-6975-01,9.4399,7.8015,10.0774,11.0227,8.2004,9.8595,7.8719,9.4451
,,,,,,,,,,,TCGA-64-5779-01,9.5509,9.1713,9.7077,11.6498,10.3835,9.1209,7.0857,8.5576
,,,,,,,,,,,TCGA-78-7160-01,7.5888,7.44,10.7055,10.8244,9.0325,9.7314,5.8481,7.7681
,,,,,,,,,,,TCGA-86-8054-01,11.2116,8.7158,11.279,11.0992,11.7713,10.498,9.3822,10.6542
,,,,,,,,,,,TCGA-86-8673-01,10.6956,8.6751,10.4179,11.1287,8.9337,9.1312,4.9129,7.9991
,,,,,,,,,,,TCGA-95-7567-01,9.019,7.3773,10.7113,11.0548,9.2864,9.4059,5.4921,8.1769
,,,,,,,,,,,TCGA-99-8032-01,9.6984,7.6762,9.8455,11.2308,10.1166,9.4813,6.2327,7.848
,,,,,,,,,,,TCGA-MP-A4SY-01,8.3128,6.9042,10.5216,11.3697,9.8275,9.4865,6.996,8.1479
,,,,,,,,,,,TCGA-05-5429-01,8.4639,5.3749,9.1835,10.8518,8.4666,8.7146,7.9105,8.197
,,,,,,,,,,,TCGA-44-6148-01,7.3562,4.8575,8.5045,10.716,8.6584,8.851,6.1055,7.5252
,,,,,,,,,,,TCGA-50-7109-01,9.8755,7.2857,9.8417,11.0546,11.2469,8.7852,9.9422,8.1628
,,,,,,,,,,,TCGA-55-7570-01,10.4261,8.5329,11.5588,11.6167,9.7021,11.2374,8.6151,9.4909
,,,,,,,,,,,TCGA-55-8620-01,10.8985,9.8849,10.9315,10.8315,9.1972,9.5328,8.3087,9.2362
,,,,,,,,,,,TCGA-64-5774-01,10.3295,8.2502,10.5197,10.9633,9.379,10.0977,7.9029,8.7665
,,,,,,,,,,,TCGA-64-5778-01,9.5474,6.6995,9.9331,10.8464,9.3495,9.461,4.6592,7.2364
,,,,,,,,,,,TCGA-78-7163-01,8.4342,5.2677,8.9906,11.4658,7.7428,10.0081,4.4207,7.8831
,,,,,,,,,,,TCGA-MN-A4N1-01,10.6335,9.0186,9.8309,11.579,8.3579,9.9276,7.546,7.3135
,,,,,,,,,,,TCGA-44-2656-01,8.007583998,7.624957763,10.41662907,10.85839408,10.30027574,10.07734884,6.224880273,8.385824153
,,,,,,,,,,,TCGA-44-6778-01,9.7695,9.3765,12.6006,11.1054,9.3942,10.209,8.4611,8.324
,,,,,,,,,,,TCGA-44-7669-01,11.256,10.1676,11.4137,10.9863,9.004,10.7716,9.578,8.796
,,,,,,,,,,,TCGA-69-7978-01,9.4845,7.3055,10.0656,11.6133,8.6668,8.8457,6.6275,8.1403
,,,,,,,,,,,TCGA-73-4675-01,10.5434,6.6037,9.09,11.3255,9.4715,10.3653,4.6149,5.9011
,,,,,,,,,,,TCGA-78-7150-01,9.5772,8.6434,9.7367,11.0397,8.3828,10.6263,7.4887,9.5431
,,,,,,,,,,,TCGA-78-8640-01,10.5364,9.663,10.5748,11.8702,9.7979,10.2249,6.7208,8.6004
,,,,,,,,,,,TCGA-86-8672-01,9.2455,6.6299,10.2393,11.3501,9.0329,9.0634,6.8931,8.6418
,,,,,,,,,,,TCGA-91-6848-01,10.4593,9.0788,11.1857,11.9948,8.0233,9.9733,10.2491,8.8879
,,,,,,,,,,,TCGA-91-A4BC-01,11.0719,9.0179,10.1162,11.7763,10.5815,9.2293,6.7955,7.1096
,,,,,,,,,,,TCGA-44-8120-01,8.4618,6.804,9.7764,11.1513,10.0491,9.7498,4.8973,7.1849
,,,,,,,,,,,TCGA-50-5936-01,9.4761,7.2575,10.0873,11.0924,9.2944,9.6768,7.0836,8.6498
,,,,,,,,,,,TCGA-55-5899-01,10.5187,9.0247,10.4493,11.2514,9.2529,10.4962,7.2388,8.1059
,,,,,,,,,,,TCGA-55-8301-01,10.0163,8.3512,9.8024,11.3209,10.0146,8.9816,7.5878,7.0328
,,,,,,,,,,,TCGA-64-1676-01,9.1623,6.7021,8.2926,11.6586,8.1753,9.0768,5.9448,7.4187
,,,,,,,,,,,TCGA-86-8073-01,8.8081,7.0793,11.0103,10.6571,9.4668,10.3349,6.7921,8.2974
,,,,,,,,,,,TCGA-05-4415-01,8.8514,8.9905,10.8408,11.3747,10.4279,10.5183,8.0082,7.2394
,,,,,,,,,,,TCGA-05-5428-01,9.041,6.5513,9.6438,11.2786,10.4537,10.8918,4.8105,7.3058
,,,,,,,,,,,TCGA-35-3615-01,7.3042,5.7374,10.404,10.9813,10.0009,9.821,3.989,5.3655
,,,,,,,,,,,TCGA-49-AAR0-01,10.7376,8.9169,9.7513,11.6016,9.2723,9.5205,6.791,8.1162
,,,,,,,,,,,TCGA-86-8585-01,9.9368,8.1468,9.5871,11.4798,9.6781,9.2206,5.9667,7.9935
,,,,,,,,,,,TCGA-MN-A4N4-01,10.4898,6.687,10.2716,12.1518,9.327,9.2994,6.082,6.403
,,,,,,,,,,,TCGA-55-6980-01,7.861,6.7459,9.6664,11.4521,7.3088,9.0088,3.9823,6.2549
,,,,,,,,,,,TCGA-55-8089-01,9.2453,8.0348,9.6962,11.9962,7.9558,9.9447,9.1364,8.0536
,,,,,,,,,,,TCGA-55-8206-01,7.7239,6.8497,9.5641,11.3767,8.8191,9.5305,5.0829,7.128
,,,,,,,,,,,TCGA-69-7765-01,6.9901,6.6739,9.9958,11.1537,9.2783,9.7922,5.0458,6.7828
,,,,,,,,,,,TCGA-78-7542-01,10.5608,8.4123,9.884,11.8652,8.4657,8.8863,11.107,8.9042
,,,,,,,,,,,TCGA-86-A4JF-01,9.6837,8.6429,10.2733,11.6052,7.6079,9.3484,6.4928,8.8185
,,,,,,,,,,,TCGA-L9-A743-01,9.7306,8.1358,10.113,11.2337,9.2998,9.7058,6.8334,8.198
,,,,,,,,,,,TCGA-MP-A4TE-01,9.9196,7.819,9.9251,11.1847,10.6548,9.7533,3.9854,7.8974
,,,,,,,,,,,TCGA-55-1596-01,10.9672,8.9335,9.9845,11.6247,9.7873,9.873,7.7809,8.8461
,,,,,,,,,,,TCGA-62-8398-01,8.8753,7.9799,10.3848,12.0527,8.9718,9.2896,8.0192,9.379
,,,,,,,,,,,TCGA-55-7576-01,9.8575,8.5057,10.3019,11.1071,8.7415,10.613,7.3214,8.857
,,,,,,,,,,,TCGA-55-8302-01,10.241,8.4914,9.5548,11.5369,8.9629,9.2519,6.8407,8.2435
,,,,,,,,,,,TCGA-44-5643-01,10.4543,8.376,9.6929,11.2131,9.4397,10.415,9.2177,9.1199
,,,,,,,,,,,TCGA-55-8507-01,10.6271,8.0286,10.3995,11.3127,10.0306,9.3863,6.8738,8.2241
,,,,,,,,,,,TCGA-MP-A4SW-01,9.671,8.5473,9.4675,11.2774,9.6211,9.0613,6.0598,8.5589
,,,,,,,,,,,TCGA-55-6969-01,10.2028,8.8716,10.1629,11.2093,10.191,9.6804,7.7295,8.1319
,,,,,,,,,,,TCGA-86-6562-01,8.8889,7.3319,9.3805,10.661,7.9668,9.427,7.4366,8.4658
,,,,,,,,,,,TCGA-86-8359-01,8.4036,7.0939,10.1703,11.036,9.8488,9.2037,5.0569,6.4848
,,,,,,,,,,,TCGA-NJ-A4YP-01,9.8339,8.4112,10.4317,11.1928,9.5269,9.353,6.4952,8.058
,,,,,,,,,,,TCGA-44-2668-01,9.634994879,7.31300289,10.41377317,11.81424005,9.96862932,9.399384167,8.640962206,9.242847704
,,,,,,,,,,,TCGA-49-AAR4-01,10.0722,8.1097,9.8086,11.5716,8.8228,9.2415,7.0108,8.2891
,,,,,,,,,,,TCGA-55-8094-01,9.4615,8.0818,9.716,11.5495,9.565,9.7838,7.9051,8.3141
,,,,,,,,,,,TCGA-86-8674-01,8.6107,6.5862,10.2124,10.8177,9.396,8.9707,4.5114,7.5852
,,,,,,,,,,,TCGA-93-A4JQ-01,9.7793,7.6899,9.7559,11.3364,9.2952,9.1372,8.4853,7.9978
,,,,,,,,,,,TCGA-NJ-A7XG-01,8.1799,4.762,9.7253,11.8922,9.5176,9.3064,3.6472,6.0006
,,,,,,,,,,,TCGA-86-A4D0-01,10.808,10.0958,10.4733,11.6287,11.2621,9.7874,6.9423,9.1586
,,,,,,,,,,,TCGA-50-5930-01,9.2567,7.4797,9.7479,11.2126,8.4598,9.6559,6.2001,7.2275
,,,,,,,,,,,TCGA-86-8279-01,10.2916,8.2674,9.6972,12.0955,9.4534,9.5448,6.2038,7.7792
,,,,,,,,,,,TCGA-73-4676-01,9.2881,7.7557,9.848,11.2854,9.7215,9.6123,7.1881,8.0603
,,,,,,,,,,,TCGA-78-7535-01,11.7368,9.9324,10.0096,11.3119,8.0969,9.6821,6.1928,7.4324
,,,,,,,,,,,TCGA-86-8358-01,11.3232,11.0329,11.3037,11.3215,9.028,10.2136,9.262,10.1182
,,,,,,,,,,,TCGA-44-2666-01,9.78710859,7.270736155,10.13578822,10.89241405,9.845640155,9.362033172,7.461681209,7.470867918
,,,,,,,,,,,TCGA-38-4632-01,10.7175,8.0091,9.2916,11.5024,10.6398,9.7598,4.6994,7.002
,,,,,,,,,,,TCGA-86-8076-01,7.1405,6.9427,9.6267,10.8356,9.2778,9.3453,5.3356,6.9578
,,,,,,,,,,,TCGA-05-4420-01,10.5806,9.0329,10.5534,11.3048,9.8217,10.8649,6.9413,9.285
,,,,,,,,,,,TCGA-55-8512-01,7.3255,6.3717,8.9835,11.3289,8.6074,8.872,6.538,7.1309
,,,,,,,,,,,TCGA-73-A9RS-01,9.489,7.5815,9.6793,10.3707,8.2452,9.8892,10.2333,9.2728
,,,,,,,,,,,TCGA-35-4123-01,8.6822,7.5214,9.6496,11.2915,10.3971,10.3472,7.8287,7.7795
,,,,,,,,,,,TCGA-75-5122-01,9.3667,8.0091,10.0654,11.4257,7.6738,9.4722,7.4269,7.2945
,,,,,,,,,,,TCGA-75-5125-01,10.6522,9.2221,10.0642,11.6127,9.1438,9.7428,6.3683,8.8501
,,,,,,,,,,,TCGA-75-5146-01,7.9469,6.2152,8.5591,10.9179,9.3786,10.2492,3.5581,6.4468
,,,,,,,,,,,TCGA-75-6206-01,8.5875,5.419,9.8021,11.0715,9.6058,9.3037,4.0997,5.3196
,,,,,,,,,,,TCGA-75-6207-01,9.5399,7.6544,10.5424,12.1025,9.1386,9.7238,8.1866,8.7735
,,,,,,,,,,,TCGA-75-7025-01,7.1617,6.2428,9.4306,11.5719,8.5225,9.6235,6.5785,6.931
,,,,,,,,,,,TCGA-75-7027-01,9.369,7.1921,10.5078,12.0142,9.7412,10.4105,8.8175,8.6659
,,,,,,,,,,,TCGA-75-7030-01,7.1709,5.4378,9.2899,10.7368,7.8436,8.6738,7.7028,4.8451
,,,,,,,,,,,TCGA-80-5611-01,11.9645,8.3642,9.7606,10.6433,7.8878,9.8612,8.5701,9.7024
,,,,,,,,,,,TCGA-55-8204-01,7.8839,8.8096,10.0245,11.087,7.9136,9.4771,7.6299,8.3921
,,,,,,,,,,,TCGA-NJ-A4YI-01,8.2541,7.0576,9.0264,11.0431,8.6563,9.6548,5.2771,5.8231
,,,,,,,,,,,TCGA-50-5935-01,8.4978,5.8586,8.7743,11.1861,8.5989,9.2745,5.0254,5.6695
,,,,,,,,,,,TCGA-44-6777-01,7.9265,7.3663,9.4661,10.6459,8.026,8.7898,5.6567,6.9613
,,,,,,,,,,,TCGA-50-6673-01,8.2766,8.0665,10.6927,10.6812,8.7607,9.4699,5.4564,7.775
,,,,,,,,,,,TCGA-67-3773-01,7.0737,5.3515,9.3467,10.9929,8.2968,9.1268,7.0273,4.3864
,,,,,,,,,,,TCGA-97-7554-01,9.0883,7.2696,9.8337,10.5567,8.535,8.8906,7.1901,7.1061
,,,,,,,,,,,TCGA-67-3772-01,7.2225,6.1206,8.5995,10.9011,8.8566,9.4605,4.7597,6.6023
,,,,,,,,,,,TCGA-49-6743-01,10.9072,9.5941,10.5421,10.2532,7.7244,10.5161,8.0337,8.4245
,,,,,,,,,,,TCGA-55-A491-01,10.3043,8.3404,10.3611,10.9648,8.7763,9.4805,6.9196,9.0132
,,,,,,,,,,,TCGA-73-7499-01,11.1062,8.4068,10.2304,11.3888,9.8371,9.9484,7.6398,8.2498
,,,,,,,,,,,TCGA-91-6835-01,9.4417,7.8836,10.842,10.9964,8.508,9.6782,7.1329,7.7678
,,,,,,,,,,,TCGA-55-A57B-01,9.0939,7.8938,9.9495,11.4502,8.6354,10.0408,5.9917,6.6082
