,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-R55F-0126-SM-48FCK,7.6139,9.0875,8.1596,11.3886,8.2659,9.0256,5.5032,7.0077,,,TCGA-D3-A1Q1-06,9.4388,7.113,11.1691,11.1268,10.3566,10.6409,5.1015,6.3728
GTEX-13FXS-0226-SM-5IJCK,8.6838,9.5624,7.9176,11.1489,8.3404,9.1097,6.085,7.4381,,,TCGA-FS-A1ZF-06,10.792,8.873,10.5321,11.4899,7.976,9.9755,9.1339,8.449
GTEX-ZAB5-1826-SM-5HL7C,8.0257,9.5315,7.8464,11.0926,8.9585,9.3295,4.9136,7.2225,,,TCGA-EE-A2A0-06,7.9743,7.7268,10.5226,9.7688,8.5235,10.6185,8.0709,7.283
GTEX-14C5O-0126-SM-5SI6N,8.0063,8.6069,9.1746,11.0373,8.559,8.9255,6.0868,7.8088,,,TCGA-FS-A4F5-06,10.294,8.204,11.1469,11.9228,9.3482,10.0475,8.3626,5.3503
GTEX-WY7C-2326-SM-3NB2U,8.2651,8.9473,8.2823,11.126,8.2091,8.8841,5.4686,7.2127,,,TCGA-D3-A1QB-06,9.6712,8.2063,10.2962,10.8057,9.2272,9.972,6.9291,5.7318
GTEX-ZDYS-2026-SM-5HL5L,7.6916,8.6264,8.3491,11.1636,7.2914,9.1966,4.7917,5.9959,,,TCGA-D3-A2JE-06,10.6135,7.6184,11.7028,11.2639,11.6886,10.6904,8.5507,7.4245
GTEX-ZVE2-0226-SM-59HJB,7.3712,8.0055,8.2846,11.0982,8.099,8.9325,4.8644,6.7721,,,TCGA-D9-A6E9-06,10.0096,8.8866,9.4138,11.4216,6.3529,9.9098,9.4347,6.5875
GTEX-13FHP-0126-SM-5IJBG,8.6381,9.9946,8.0984,10.9441,7.8951,8.8158,7.8723,8.3906,,,TCGA-DA-A1HV-06,11.164,8.6457,11.3623,11.7581,8.6679,10.4037,8.2667,7.4027
GTEX-Z9EW-1626-SM-5CVMN,7.6,8.3151,8.7681,11.0929,7.7068,9.1927,5.934,7.7004,,,TCGA-FS-A1ZJ-06,11.8631,10.0206,11.5422,11.848,9.2903,9.6403,9.7881,8.4774
GTEX-12WSL-2526-SM-5GCNJ,7.757,7.6089,9.478,11.7689,8.4362,9.1002,5.12,5.4798,,,TCGA-FS-A4FC-06,10.1608,7.2456,10.4788,11.2755,8.8212,10.0827,9.3156,4.9395
GTEX-ZDTT-2726-SM-4WKF8,8.0949,8.8557,8.1318,10.8339,7.8987,9.2439,4.7519,6.2569,,,TCGA-D3-A3CE-06,9.606,8.6054,9.8936,11.7753,7.4717,10.5062,8.1775,8.1473
GTEX-WFON-2126-SM-3LK7O,8.2484,8.1325,7.9577,11.227,8.0959,9.0321,6.0231,7.9073,,,TCGA-EB-A5VV-06,7.7828,7.6472,9.7586,11.5976,9.5102,8.7558,5.2756,6.575
GTEX-11OC5-0126-SM-5HL6A,8.2472,9.4287,8.2401,11.0248,7.7193,9.0049,6.0327,7.1026,,,TCGA-GF-A4EO-06,9.5706,8.3714,10.2226,11.1443,9.0927,9.2512,8.7576,7.4707
GTEX-13NYC-0326-SM-5K7WP,6.8773,7.8329,8.8452,11.2257,8.6208,8.8219,5.0929,5.9044,,,TCGA-EE-A29P-06,10.0249,9.0696,10.721,10.8713,7.4073,9.5567,8.1947,7.2578
GTEX-145MN-2226-SM-5SIAU,8.1497,9.2115,8.5302,11.1296,7.5685,8.8589,4.8182,6.2447,,,TCGA-WE-A8ZO-06,9.9892,8.5662,11.3859,11.0145,7.7589,10.1299,8.1883,6.2167
GTEX-O5YT-0126-SM-48TBW,8.8899,9.1677,8.0303,11.4912,7.7378,8.9994,4.8247,7.3915,,,TCGA-FS-A1Z3-06,9.4849,8.0671,11.3949,12.0901,9.1304,9.9417,8.2011,7.828
GTEX-OIZG-0726-SM-33HBL,8.3439,9.439,8.377,10.9479,7.4073,9.0759,5.7961,6.8571,,,TCGA-FW-A3TU-06,12.3892,9.1943,9.4588,10.7673,6.4129,8.8875,7.2638,5.5677
GTEX-OXRN-0126-SM-48TDM,7.4087,8.4216,8.2271,10.8467,8.0559,8.4609,4.3161,7.6017,,,TCGA-GN-A26D-06,11.26,8.7406,10.7368,10.5371,9.888,9.6684,7.9136,6.8854
GTEX-144GN-2326-SM-5LU4F,8.1321,8.2596,8.7447,11.2699,7.4495,8.9491,5.6846,6.1327,,,TCGA-FS-A1ZH-06,10.1598,9.4093,10.8316,11.6448,9.2186,9.8021,8.3178,8
GTEX-13RTJ-2426-SM-5S2Q2,8.0248,9.3234,8.5688,11.5448,8.4549,9.0548,5.8863,6.3224,,,TCGA-D3-A2JB-06,10.6281,10.0293,11.2024,11.3676,9.1644,9.5738,8.738,7.8449
GTEX-RM2N-1426-SM-2TF4H,8.422,9.113,8.8856,11.2662,8.8471,9.2389,4.5677,6.7917,,,TCGA-EE-A29Q-06,9.843,8.4763,9.3907,10.2359,8.8731,10.1873,8.7074,6.9166
GTEX-13OW6-0426-SM-5L3HM,9.3365,9.5635,8.3729,11.3699,7.5695,9.0631,7.3772,9.2319,,,TCGA-EE-A2GM-06,10.2696,7.6825,10.1138,11.5029,9.129,10.5674,8.3989,5.9928
GTEX-111VG-2426-SM-5GZXD,8.7191,9.2831,8.3659,11.2581,8.0225,8.6074,6.2084,7.427,,,TCGA-EE-A2MQ-06,9.6339,9.0685,11.4282,11.2319,8.1319,10.0441,10.4043,7.587
GTEX-12696-2426-SM-5EQ6H,7.9677,9.083,8.1068,10.8442,8.1682,9.1077,6.0804,6.8031,,,TCGA-FS-A1ZU-06,10.4183,8.664,11.5676,10.6746,11.6515,10.0589,6.729,5.3902
GTEX-13O1R-0126-SM-5L3EH,7.2699,7.1258,9.1489,11.0987,7.9516,8.908,5.3576,5.3576,,,TCGA-D3-A3CC-06,9.38,8.3304,10.7579,11.0864,7.7611,10.1716,9.3353,6.6583
GTEX-XBEW-0626-SM-4QASP,8.4012,8.377,8.377,11.0511,7.2383,9.1437,5.383,7.1584,,,TCGA-DA-A1IB-06,9.178,8.7787,10.8231,11.5784,8.698,9.2674,7.1875,7.116
GTEX-ZU9S-0226-SM-5E441,8.6648,9.1171,9.4049,11.8275,8.4493,9.4765,7.2572,7.6908,,,TCGA-GN-A8LL-06,10.6361,7.7233,9.2432,11.84,5.5597,9.0364,6.9879,4.9477
GTEX-13IVO-0126-SM-5J1NG,8.1811,8.9663,8.0345,11.2031,8.2229,8.9006,6.1816,7.2286,,,TCGA-FS-A4F0-06,9.3625,7.6546,10.4708,11.0571,8.5686,10.2132,8.2349,6.583
GTEX-Y5V6-2426-SM-4VDSB,8.2108,8.8389,7.6358,11.1957,8.4643,8.2604,5.1371,7.1488,,,TCGA-EE-A20B-06,8.7819,8.0705,9.1991,11.15,7.7164,9.5585,6.5415,7.8224
GTEX-12584-0126-SM-5EGKQ,7.2833,7.7482,8.577,11.4035,7.804,8.9285,6.2032,6.9792,,,TCGA-EE-A2GO-06,9.9988,6.7229,9.1997,10.8293,8.5155,9.1627,9.1584,7.2707
GTEX-XXEK-2226-SM-4BRUM,7.8877,8.2894,9.0089,11.5849,8.043,9.2527,5.643,6.6285,,,TCGA-RP-A690-06,7.1112,4.3092,10.7835,10.8809,7.3342,9.8766,5.563,2.8629
GTEX-13OW8-1326-SM-5J1OW,8.3397,8.7496,7.8422,11.1007,8.4481,8.8968,6.9566,7.8646,,,TCGA-D9-A149-06,10.5889,8.9259,12.0366,10.7786,7.8536,9.9442,8.7284,6.2259
GTEX-1399R-2726-SM-5IJBA,8.9671,9.8794,8.2767,11.2271,8.0549,9.0034,6.2335,7.6102,,,TCGA-EE-A2GU-06,10.3182,8.6134,11.3696,11.5172,7.3761,10,8.8794,7.538
GTEX-13O3P-0126-SM-5KM4S,7.4752,8.4552,8.4336,11.173,8.2745,9.0758,5.4138,7.0907,,,TCGA-FR-A7UA-06,8.5919,8.1704,9.9461,11.4944,8.5059,9.18,8.0509,7.1216
GTEX-Z93T-0126-SM-5HL5N,8.454,9.6567,7.8499,11.2016,7.668,8.7323,5.5347,7.1591,,,TCGA-ER-A3ET-06,9.586,8.4273,10.9265,10.7325,8.6597,9.3959,8.4695,7.1961
GTEX-13SLW-0126-SM-5SI6C,8.1921,8.493,7.6034,10.9881,8.6236,9.0439,5.7486,6.9987,,,TCGA-D3-A8GD-06,10.6343,8.7884,10.4071,11.1171,8.6031,9.8484,8.6232,7.3463
GTEX-145LT-1726-SM-5QGP3,7.9026,7.701,8.6157,10.9755,7.8415,9.0601,4.0539,7.4234,,,TCGA-DA-A1I8-06,9.5578,7.6216,9.2718,11.5919,7.4584,10.3362,7.3592,8.578
GTEX-ZYFD-0126-SM-5GIDL,7.746,7.4068,8.8902,11.5176,7.4551,8.5309,5.7511,6.6271,,,TCGA-EE-A2MM-06,10.5425,9.3752,11.5194,11.1534,8.1157,9.3512,8.3021,7.8444
GTEX-11DZ1-0126-SM-5985Q,6.9979,8.0146,8.6859,11.0756,7.358,9.3649,4.9719,5.3445,,,TCGA-FR-A7U9-06,11.4177,9.9141,9.1007,11.8214,6.7901,9.0212,10.3901,7.6283
GTEX-XQ3S-1526-SM-4BOOC,8.16,9.4443,7.8635,11.1101,7.8444,8.8654,6.199,7.0558,,,TCGA-GN-A26A-06,10.2866,8.4825,10.3035,11.8889,9.0453,9.6676,9.852,6.716
GTEX-XBED-2226-SM-47JYQ,7.4666,8.2378,8.3768,10.8633,7.5665,8.8281,4.6842,6.5096,,,TCGA-YG-AA3P-06,10.3438,7.4475,11.1714,10.6116,8.7349,9.5457,6.4343,6.3142
GTEX-ZTSS-1926-SM-57WEW,8.1155,7.9807,8.4857,11.1793,8.2508,9.4039,4.9656,6.1521,,,TCGA-GF-A6C8-06,10.58,8.1303,10.3498,11.5841,8.6766,9.9018,8.0615,7.1619
GTEX-117XS-2726-SM-5N9BL,8.6847,10.1124,7.6139,11.2949,7.9063,8.5699,5.98,8.8499,,,TCGA-D3-A3CF-06,9.9689,8.4581,10.1031,11.2284,7.2684,9.2065,8.6604,7.3429
GTEX-11GSO-2426-SM-5A5LY,8.4981,8.2108,8.0167,11.2103,8.4672,8.8458,5.3718,6.8962,,,TCGA-EB-A5SH-06,10.9514,8.3983,10.8535,11.2658,7.1492,9.8931,7.1637,4.7889
GTEX-13O3Q-2426-SM-5IJBR,8.4813,9.3653,8.6268,11.1132,8.4002,8.7659,6.0154,7.4354,,,TCGA-EE-A3JB-06,11.3231,9.0081,11.2122,12.0425,8.2109,10.3609,9.8897,9.636
GTEX-11NSD-2226-SM-5986V,7.6306,8.8886,8.5645,11.2136,9.2066,9.1628,5.974,7.8559,,,TCGA-FS-A1ZG-06,8.9899,6.9735,10.8173,10.9558,5.604,9.5238,6.5656,5.6133
GTEX-QEG4-0226-SM-2S1PY,8.2623,9.3997,7.9575,11.0759,7.6582,8.7851,5.5784,7.2206,,,TCGA-W3-A825-06,10.7516,8.7299,10.8984,11.4584,10.3804,10.3585,8.5888,7.2506
GTEX-X4XX-0126-SM-3NMC2,8.9409,9.6006,8.1594,11.4094,8.2524,9.2024,5.6913,7.2843,,,TCGA-D3-A51T-06,9.5477,7.9565,10.7364,11.7049,8.6089,8.9146,10.194,6.7584
GTEX-X4XY-0226-SM-4E3IZ,7.0035,8.3498,9.0402,11.4782,8.4633,9.0653,4.7259,5.7918,,,TCGA-EE-A29H-06,10.4735,8.6572,10.4074,11.4335,8.3037,10.1,9.1325,7.7853
GTEX-ZQUD-1426-SM-57WER,8.5119,10.0999,9.5375,11.271,8.0613,9.0502,6.7438,6.3429,,,TCGA-FW-A3I3-06,8.7221,7.6121,10.6741,11.0251,9.3202,10.4071,6.3689,7.3941
GTEX-13OW5-0126-SM-5MR3A,8.3371,8.4642,8.1723,11.3001,7.8174,8.5814,5.7652,8.2376,,,TCGA-GN-A9SD-06,9.5455,8.1423,10.3318,11.4572,7.7329,9.7475,6.3425,7.0481
GTEX-X585-0226-SM-4QAS2,8.0077,9.1545,7.9269,11.1623,7.4121,8.5299,5.4293,6.3907,,,TCGA-D3-A3C8-06,10.1436,9.113,10.4275,11.2474,7.8481,9.3975,8.1407,7.6381
GTEX-131XH-2226-SM-5DUXJ,8.3873,8.1667,7.9061,11.2199,7.7931,8.876,5.4108,7.0558,,,TCGA-EE-A29X-06,11.0117,10.1961,10.2087,11.3139,6.3199,9.8182,8.9277,6.7227
GTEX-WQUQ-0426-SM-3MJFU,8.2067,9.5169,8.3366,11.1538,8.0431,8.9686,5.3714,7.1582,,,TCGA-EE-A2GD-06,7.3855,5.9302,10.756,11.0876,7.5674,10.406,9.1523,5.0507
GTEX-11H98-0126-SM-5EGHG,7.5068,7.3739,8.1914,10.7814,7.754,8.9489,5.3581,5.6616,,,TCGA-GF-A3OT-06,9.3784,5.1174,10.5519,11.0783,7.3748,9.6211,12.4359,7.075
GTEX-111CU-1926-SM-5GZYZ,8.6435,8.8852,9.5511,11.3925,8.5427,9.0742,5.1397,5.3101,,,TCGA-D3-A3C7-06,9.9999,7.5052,9.2632,11.4746,7.6526,9.4688,7.368,6.7011
GTEX-12WSN-2326-SM-5DUVG,6.9727,7.6173,8.6801,10.5049,8.0795,8.4957,5.3022,5.6054,,,TCGA-EB-A5SG-06,9.8909,8.3997,10.2403,11.0103,7.6464,9.0292,7.9938,6.6693
GTEX-RVPU-2226-SM-2XCAQ,7.0725,7.4308,8.1376,10.3273,7.5331,8.5562,5.5499,7.2175,,,TCGA-ER-A2ND-06,9.8394,7.0156,10.9463,10.9593,7.9731,9.6929,7.6541,5.9621
GTEX-13X6J-0126-SM-5QGOU,8.2973,9.1594,8.0679,10.8917,6.9703,9.1169,6.4306,8.1138,,,TCGA-FW-A3TV-06,9.3758,6.7354,10.8781,11.1373,9.7558,9.2064,7.0833,6.6336
GTEX-139TS-2826-SM-5J1OO,7.9945,8.1599,7.6022,11.014,8.2848,8.6661,6.2355,7.7171,,,TCGA-Z2-AA3V-06,11.0912,9.7383,8.5163,11.2658,4.3565,8.0483,7.5024,5.8698
GTEX-13X6I-0626-SM-5QGP9,7.9926,9.7617,8.7723,11.1566,8.1144,8.9875,5.8424,6.3961,,,TCGA-D3-A51N-06,9.5486,7.0254,9.5341,11.2659,7.0568,9.7273,8.2346,6.094
GTEX-ZYT6-0226-SM-5NQ6T,8.8294,10.0472,8.4946,11.1992,7.0276,9.025,6.8116,7.6292,,,TCGA-FR-A8YD-06,11.5598,9.9505,10.7718,11.0537,8.4772,9.8689,7.7887,6.3525
GTEX-13NZB-2526-SM-5J1OM,7.4986,9.0227,8.2746,11.269,8.0499,8.9427,4.0273,7.0485,,,TCGA-GN-A4U7-06,11.1444,9.2501,10.3002,11.3986,6.838,9.8365,9.7521,6.8892
GTEX-RWSA-0126-SM-2XCBB,7.9531,8.696,7.7788,10.7437,6.8823,8.5837,6.6735,7.2648,,,TCGA-WE-AAA4-06,10.7558,9.1386,9.3864,11.2311,4.2423,9.4682,7.2953,5.8582
GTEX-1399T-2826-SM-5KLYZ,8.4201,9.3471,8.2686,11.1769,8.4227,8.9043,7.3895,8.493,,,TCGA-EE-A185-06,9.9323,8.5269,11.3661,10.369,7.758,9.9861,8.8187,6.6448
GTEX-X261-0126-SM-3NMD6,7.2784,7.7805,7.5872,10.9153,8.7739,9,5.6472,6.7644,,,TCGA-FS-A1YY-06,9.8257,7.4851,10.0234,11.0347,9.0556,8.6036,6.9311,5.4509
GTEX-1212Z-2526-SM-5EGKP,8.3879,8.8924,7.7397,11.1776,7.9387,9.0992,7.2808,8.6278,,,TCGA-D3-A3C6-06,9.9134,7.7522,10.8385,11.8632,8.3924,8.8818,8.6227,8.3729
GTEX-O5YW-0126-SM-3LK6D,8.4568,8.9003,8.4132,11.0391,8.4346,8.8734,3.1891,5.208,,,TCGA-D3-A8GR-06,9.4445,7.5002,10.5427,11.8796,7.6094,9.6226,7.8156,5.7656
GTEX-11ZU8-2526-SM-5EQKI,7.4792,8.7236,8.0615,10.7534,7.8604,8.4768,5.761,7.0145,,,TCGA-EE-A2M8-06,9.4509,7.6263,10.1923,11.4755,6.9199,9.2141,7.4134,6.3086
GTEX-139T8-0126-SM-5K7XZ,8.0254,8.8567,7.9737,10.9894,8.0342,8.7328,5.2916,7.0967,,,TCGA-FS-A1ZZ-06,9.7919,7.8264,12.1574,10.8955,8.8636,9.9884,8.1144,5.9047
GTEX-YEC4-2126-SM-5IFJH,7.6747,7.9441,8.8606,11.1432,7.6238,8.6708,4.232,5.9243,,,TCGA-XV-AB01-06,9.8742,7.471,9.2387,11.4592,6.9837,8.4245,8.7814,3.9411
GTEX-SIU8-0126-SM-2XCDT,8.2655,9.2497,7.7734,11.0954,8.0902,8.5343,6.0191,6.5967,,,TCGA-D3-A1Q4-06,9.4225,7.1455,10.3597,10.4899,8.1872,9.3544,8.4538,10.1821
GTEX-OXRL-0126-SM-2YUMP,8.0717,8.7489,8.3224,11.1625,8.1747,8.6719,4.2134,5.7456,,,TCGA-D3-A2JC-06,10.639,8.3182,9.6777,10.2895,8.3266,8.9873,8.5168,7.6054
GTEX-OHPM-0126-SM-2YUN9,8.3005,9.2527,8.5054,11.1863,7.9685,8.7161,3.7038,5.9343,,,TCGA-EE-A3AE-06,11.505,9.2173,10.619,10.6491,7.8378,10.0122,8.7068,7.5658
GTEX-WVJS-0126-SM-4MVOT,8.1219,9.5416,7.8687,10.9656,8.5846,8.8107,5.8572,6.6143,,,TCGA-EB-A44Q-06,9.9146,8.2925,10.1611,11.1968,7.3818,9.883,9.8764,7.9417
GTEX-X5EB-2226-SM-46MW4,7.9072,6.8209,8.2458,11.0792,8.0802,9.0641,5.0605,5.7692,,,TCGA-EE-A29T-06,9.4354,8.0946,10.2672,10.5708,8.3068,9.6695,7.2717,6.8065
GTEX-Z93S-0126-SM-5HL7M,9.6093,10.1792,8.5308,11.5578,7.8189,8.9921,7.2014,8.1487,,,TCGA-D3-A2JO-06,10.4505,9.1211,10.6632,11.3627,7.1645,9.4825,9.6708,7.8775
GTEX-WYJK-0126-SM-3NMAB,8.51,9.5339,8.226,11.2111,7.7935,9.173,5.0691,6.3573,,,TCGA-HR-A2OG-06,9.5492,7.9769,9.0844,11.1983,8.3985,9.4302,8.8327,6.7807
GTEX-11P7K-2126-SM-5GU7G,8.2151,9.8819,8.4844,10.7398,7.5193,8.6271,5.5328,7.2367,,,TCGA-EE-A29R-06,8.8871,7.5578,11.1854,11.4063,9.3958,10.0181,7.3614,7.3217
GTEX-13FTW-2626-SM-5K7WL,8.8339,9.7136,8.0164,11.1965,7.6972,8.8668,6.4021,7.1951,,,TCGA-EE-A3AF-06,10.1541,7.6288,11.0238,10.5874,7.8641,9.5002,9.5743,6.233
GTEX-145MF-0626-SM-5LUAI,8.566,8.4913,7.9178,11.1356,8.3737,8.9892,5.8683,8.1703,,,TCGA-ER-A19G-06,10.3904,9.4129,10.1052,10.7876,6.9361,10.3051,9.1531,9.4513
GTEX-PSDG-0226-SM-33HC1,8.5966,9.7855,7.9192,10.6249,8.2639,8.8186,6.4565,7.6598,,,TCGA-ER-A19W-06,11.128,8.6286,10.9331,10.8124,6.7093,10.1946,9.9999,7.7758
GTEX-13NYB-2526-SM-5K7Z6,8.8863,10.087,7.9077,11.0332,7.9139,9.1965,7.4264,8.8771,,,TCGA-FW-A5DY-06,8.6887,9.0372,10.2628,11.3764,8.7069,9.3693,8.3297,7.4676
GTEX-Q2AI-1326-SM-2S1PL,7.4958,8.1261,8.3692,11.0807,7.523,8.3692,3.5836,6.3503,,,TCGA-ER-A19P-06,8.9382,9.0075,10.5594,11.801,8.7735,8.8337,7.7523,7.9468
GTEX-T6MN-0126-SM-32PLP,9.0545,10.2406,7.9565,11.1838,7.0264,8.7528,6.7808,7.8879,,,TCGA-GN-A262-06,9.2987,7.5405,10.0605,11.1935,8.7562,10.2194,7.7679,8.515
GTEX-QV44-1926-SM-2S1RF,8.281,9.2304,7.8622,11.0314,8.3195,9.0796,4.6352,6.5391,,,TCGA-D3-A2JN-06,10.4445,7.6586,9.3531,11.0815,8.9257,9.9104,8.5579,7.4794
GTEX-11DXZ-2326-SM-5EGGV,9.0416,9.9389,8.3035,11.1154,7.1186,8.8839,6.7783,7.2165,,,TCGA-EE-A2GK-06,9.0988,9.7256,9.8762,11.8697,9.5663,8.6875,7.2136,8.2019
GTEX-12126-0326-SM-5PNW3,9.098,9.8251,8.6745,11.3364,7.4683,8.8713,6.7626,7.02,,,TCGA-ER-A19D-06,9.1776,8.4008,11.4842,11.7139,9.4298,9.7,8.4037,8.1491
GTEX-14DAR-2026-SM-5S2O3,7.6593,8.4972,8.1964,10.8055,7.8258,8.9679,4.6782,6.1388,,,TCGA-FS-A4F2-06,11.2106,9.0757,10.6037,11.0013,9.6997,9.0893,8.1246,7.7326
GTEX-11EQ9-2426-SM-5HL5T,7.7857,9.3485,7.8433,11.0775,8.3119,9.1241,5.1724,6.6884,,,TCGA-FS-A4FB-06,10.0224,8.8916,10.1484,10.9437,8.4881,9.2033,7.1249,7.908
GTEX-11DYG-0126-SM-59883,8.823,8.9206,8.2167,11.2496,7.2328,9.0897,6.8672,7.638,,,TCGA-HR-A2OH-06,9.9823,9.6145,10.3235,11.4681,7.3879,8.9416,8.3572,7.8214
GTEX-13PVQ-0126-SM-5SIB4,8.3707,7.0816,7.6981,11.4665,6.9267,8.5525,4.6049,5.9568,,,TCGA-FS-A1ZA-06,10.1626,9.2621,10.6224,11.733,8.674,10.168,8.3509,8.2695
GTEX-14A5H-0426-SM-5QGQF,7.8904,8.7477,9.0102,11.685,8.579,9.0679,5.6772,6.9352,,,TCGA-D3-A2JL-06,10.2096,8.9516,10.151,10.7127,6.9149,9.7136,8.0352,5.7815
GTEX-U3ZM-1526-SM-3DB9D,7.7327,8.0378,8.5038,10.9705,7.9346,8.7293,3.4191,6.4638,,,TCGA-ER-A2NG-06,10.7755,8.8273,10.4642,11.2816,7.9335,9.7659,9.7128,7.2487
GTEX-XQ8I-0426-SM-4BOPO,8.0281,9.4161,8.0281,11.1221,7.8609,8.77,5.1172,6.062,,,TCGA-YD-A89C-06,10.3605,8.4969,11.5575,11.1417,10.006,10.5924,7.1443,7.6364
GTEX-13111-1626-SM-5EGJY,8.0202,9.0507,7.5929,10.7675,7.7097,8.8478,6.3692,7.5816,,,TCGA-D3-A1Q7-06,10.2014,9.1157,11.044,10.8806,7.4539,9.6486,10.2341,7.4107
GTEX-NFK9-0226-SM-2HMKQ,8.8537,9.7048,8.2502,11.127,7.4582,9.0959,5.0155,6.3361,,,TCGA-Z2-A8RT-06,10.7107,8.8873,10.1475,10.9623,7.9654,10.6296,9.6348,7.4621
GTEX-13PDP-0126-SM-5L3HD,7.049,7.3227,7.723,10.9747,8.5963,8.7601,4.77,6.5065,,,TCGA-BF-AAP0-06,10.1328,9.1592,10.2885,11.6465,8.1442,9.8262,8.1669,7.7132
GTEX-14753-0426-SM-5NQAM,8.0518,8.5764,8.0722,10.7524,8.0297,8.7601,4.4085,7.3366,,,TCGA-EE-A2GL-06,9.0814,8.4422,10.6305,11.2835,9.2458,9.5757,8.1698,6.8844
GTEX-13YAN-0326-SM-5O9DF,7.6667,9.5981,8.2235,10.5691,7.2779,8.4835,6.255,6.1616,,,TCGA-ER-A42K-06,10.0549,7.6711,10.1575,11.1301,7.9755,9.7374,8.8666,9.4816
GTEX-11TT1-2526-SM-5EGIB,6.5722,7.5522,9.1362,10.9465,8.4615,8.862,5.8124,6.6675,,,TCGA-D3-A51E-06,11.1132,8.6127,11.5207,11.0988,8.8993,9.3117,8.4988,6.9136
GTEX-RUSQ-1526-SM-2TF62,6.4841,7.0134,9.2776,11.6369,8.1137,8.8514,2.0187,4.2716,,,TCGA-D9-A3Z3-06,10.1571,9.2193,10.4684,11.0029,7.12,9.1682,8.7482,7.5039
GTEX-TMZS-0126-SM-3DB9Q,8.6169,10.088,7.8533,11.3317,7.707,8.9119,6.6217,6.9506,,,TCGA-EE-A2MF-06,9.0167,8.058,10.2743,10.7166,8.2283,9.6517,7.4547,7.6962
GTEX-11LCK-1026-SM-5A5KB,7.901,8.6322,8.3503,10.8915,8.0803,8.9023,5.2334,5.8414,,,TCGA-FS-A1YX-06,9.7939,8.3123,10.4877,11.5211,8.0549,9.6378,8.2084,8.3377
GTEX-12WSA-0226-SM-5BC5V,7.7381,8.8757,8.0553,10.9719,8.1574,8.8729,5.4009,6.7616,,,TCGA-D3-A3MV-06,9.8138,8.4084,11.4097,11.9162,9.3207,10.3294,8.2112,8.4647
GTEX-131XF-2126-SM-5DUWS,7.5213,6.7414,8.2983,10.8601,7.4722,9.0309,3.428,4.8527,,,TCGA-FR-A729-06,9.3613,8.31,10.23,12.0006,9.0364,9.7305,7.3309,8.0056
GTEX-PLZ6-1426-SM-2S1OQ,7.2519,8.3484,7.6869,10.3797,7.5107,8.5736,3.7675,5.2801,,,TCGA-DA-A1HW-06,9.4471,8.3537,11.1426,11.1834,8.56,9.9202,9.3952,6.6438
GTEX-XAJ8-0826-SM-47JY6,8.8622,8.7318,8.5884,11.2689,7.6394,9.1178,6.1286,7.0448,,,TCGA-ER-A19Q-06,10.8532,8.9567,10.9708,11.3292,6.6319,9.5466,9.0221,7.4412
GTEX-13O21-1426-SM-5K7XI,8.0973,8.471,8.5307,10.8518,8.1529,8.9181,5.9993,6.0654,,,TCGA-ER-A19E-06,10.0845,8.7492,12.1615,11.0745,9.6343,10.6188,7.9916,9.6814
GTEX-ZWKS-0126-SM-5SIAA,8.6186,9.6684,7.9852,11.4077,8.0893,8.3078,5.8216,7.9761,,,TCGA-EE-A2MP-06,10.473,8.8923,10.4825,12.0901,7.3436,9.3371,7.1828,6.7079
GTEX-OIZH-0126-SM-2HMIS,9.6089,9.8478,7.7393,11.3187,7.4031,8.8032,5.5465,8.187,,,TCGA-FR-A69P-06,10.1411,8.3211,11.925,11.3588,10.0045,10.6058,8.4191,7.5597
GTEX-139UW-2826-SM-5L3E7,8.3229,7.6712,8.2496,11.1445,8.113,9.2023,6.7859,7.6586,,,TCGA-EE-A29M-06,10.0129,9.0202,11.0039,11.0412,8.7856,9.7363,9.4625,6.769
GTEX-12ZZZ-0626-SM-5DUXI,8.6808,8.978,8.3282,11.3288,8.0453,8.7956,7.243,7.5723,,,TCGA-DA-A1IA-06,11.91,9.832,10.018,11.3835,4.7721,9.2499,9.7443,5.9115
GTEX-S3XE-1726-SM-3K2AM,8.1712,9.239,7.6066,11.1257,7.8997,9.0344,5.0581,5.8241,,,TCGA-FS-A1Z0-06,9.758,8.4917,11.8034,10.8569,10.572,9.7414,8.636,8.6784
GTEX-T5JC-0426-SM-32PLO,7.7348,7.8283,8.3358,10.9546,7.856,8.7034,5.2362,6.331,,,TCGA-D3-A2JG-06,9.6514,7.7446,10.5603,10.9862,9.0331,9.7884,7.4958,7.2984
GTEX-U8T8-0126-SM-3DB94,8.0664,7.8618,8.1766,11.7589,7.7647,9.1839,5.2339,5.7277,,,TCGA-FR-A44A-06,10.0094,8.473,10.9085,11.3364,8.0612,9.0447,8.3855,7.0654
GTEX-13OVH-0126-SM-5MR4B,7.6763,7.733,8.6336,11.3961,8.1181,8.802,4.6775,6.3262,,,TCGA-EE-A2GS-06,10.11,8.2341,10.4723,11.6125,8.2149,9.8299,7.6089,7.8674
GTEX-ZVZP-2426-SM-59HKJ,8.3016,8.8656,7.7413,10.886,7.546,9.2463,5.1803,6.0723,,,TCGA-D3-A8GN-06,9.8319,8.9156,10.3888,11.658,8.0307,10.0216,6.6904,6.7533
